"","x"
"347",-0.93814958068464
"348",-1.29954713983162
"349",-0.563595093918424
"350",-0.951751155711277
"351",-0.686093960046903
"352",-1.06606941521662
"353",0.985271310283892
"354",-0.347657815326974
"355",0.867787308441955
"356",2.2021506428534
"357",-1.2441164689491
"358",-0.446706569298623
"359",-0.731256348357665
"360",-1.14727532207879
"361",-0.443361428422622
"362",2.09737210612769
"363",-0.401280730210413
"364",-0.629309413988366
"365",-0.544075041479427
"366",1.59598199358858
"367",-0.328167613897274
"368",-0.934687325565028
"369",-0.506166685503124
"370",-0.332613714919194
"371",-0.49397343487635
"372",-1.2701077681899
"373",0.848798311924021
"374",-0.24148364829944
"375",-0.328167613897274
"376",-0.590120749553383
"377",-0.610574006900785
"378",-0.510088751233561
"379",-0.662416760871596
"380",0.963901654642238
"381",-0.311850817596451
"382",2.1807557472397
"383",-0.57086761858059
"384",-0.655931991465303
"385",-0.426519429463528
"386",-1.09902865929018
"387",1.37549063897513
"388",-1.50197966552787
"389",1.15122244276511
"390",-1.31408606047863
"391",-0.64775784859791
"392",1.01968548560844
"393",-0.980270459873237
"394",-0.717942541108178
"395",1.21441630528134
"396",0.878111619196141
"397",-0.760276793465689
"398",0.939793128854295
"399",1.22993768991522
"400",1.18685549318125
"401",-1.23297496869508
"402",-0.755980837822981
"403",-0.464826681915451
"404",-0.44664804275127
"405",1.64599296987461
"406",-0.712097012540744
"407",-0.642972274255384
"408",-0.610574006900785
"409",1.24841573778907
"410",-0.729647149516267
"411",-0.300323906497405
"412",2.01952982108049
"413",-0.731908540692177
"414",-1.25310445552995
"415",-1.32020848363129
"416",-0.731256348357665
"417",-0.45301689145951
"418",-1.02695864535625
"419",-0.756682252670881
"420",-0.656100565889612
"421",-1.3429923320415
"422",-1.62226896706629
"423",-0.731256348357665
"424",-0.723129852923274
"425",1.4683985030158
"426",-1.00648142424205
"427",-0.812267570746008
"428",0.897362238575788
"429",-1.06674098230131
"430",-1.2229364231692
"431",2.61092733945039
"432",-1.6107044495852
"433",-0.806877312326751
"434",-0.783290005074653
"435",-0.462605773731545
"436",-1.10366990616402
"437",-0.626996172850455
"438",-0.491843097206426
"439",-0.407230583568914
"440",-0.575381734446278
"441",-0.387827976891737
"442",-0.451170602284562
"443",1.13281565565334
"444",-0.91956988450228
"445",-0.660909791893807
"446",1.04789331171043
"447",1.06970257765653
"448",-0.747241636606106
"449",-0.778193819227522
"450",-0.782037635747329
"451",-0.435105163483839
"452",-0.679119901967578
"453",0.53998371228381
"454",-0.685307325935216
"455",1.16850788252838
"456",-1.046687755962
"457",1.01968548560844
"458",-0.792030978092431
"459",0.755221333737225
"460",-0.562556107340813
"461",-0.446398504894899
"462",-0.242273701103937
"463",1.52534479346558
"464",-0.411653071636645
"465",-0.395264098506966
"466",-1.20527029441379
"467",-0.510088751233561
"468",1.27130626043401
"469",-0.241103385001265
"470",0.713124495366038
"471",-0.624666066625212
"472",-0.86777819093693
"473",-1.04751293030332
"474",1.0398290205889
"475",0.867787308441955
"476",-0.335957500687865
"477",-0.723628305398256
"478",-1.37846044314477
"479",-1.08095518734388
"480",1.40323522122416
"481",-0.328167613897274
"482",-0.432257459459174
"483",-1.57736176289828
"484",-0.426288771955954
"485",0.9650589844433
"486",-1.06498847395923
"487",-0.797175433300278
"488",1.2412988899335
"489",-0.723129852923274
"490",-1.1957248235685
"491",-1.25943717096628
"492",1.08646755083688
"493",-1.6107044495852
"494",-0.372014271154543
"495",0.827947292518734
"496",-0.638104524041977
"497",1.41192493229403
"498",1.66003579516777
"499",-1.02752955105272
"500",-0.293334122640267
"501",-0.555294204276826
"502",-0.819291487888674
"503",0.995552731958374
"504",-0.979531234867789
"505",-0.62607608467657
"506",-1.02178485637804
"507",-0.738019403663715
"508",1.37549063897513
"509",-0.670735154996557
"510",-0.226811591558785
"511",-0.692056804729521
"512",-0.462605773731545
"513",-0.564693330749311
"514",-0.651836768050659
"515",1.08646755083688
"516",-0.830169570799224
"517",-0.324375560635052
"518",-0.535873103558827
"519",1.95215022669432
"520",-0.468964011198378
"521",0.938242346003392
"522",-0.430288960958356
"523",0.985271310283892
"524",-0.527714978045033
"525",-0.446398504894899
"526",0.826462441090195
"527",-0.925063093429265
"528",1.00352748933836
"529",-0.783137266308538
"530",2.07860316651833
"531",1.08199356623211
"532",-0.44313417980812
"533",1.84649082604256
"534",-1.51274752949436
"535",-0.478789787221548
"536",-0.610574006900785
"537",-1.07448518019238
"538",-0.385197201359772
"539",-0.815351010890778
"540",2.19679368540058
"541",-0.61698706728528
"542",1.0545383390098
"543",1.30831436466632
"544",-0.520814264352601
"545",1.90998595660756
"546",1.14578603008582
"547",1.30455011088054
"548",-0.563084874804911
"549",-0.372014271154543
"550",-0.53178156356734
"551",-0.797175433300278
"552",0.916061983931144
"553",-1.2084379841892
"554",1.37549063897513
"555",1.2679218547292
"556",1.85979183137437
"557",-1.2701077681899
"558",2.0124863107963
"559",1.14578603008582
"560",-0.69670814153186
"561",1.85449204403439
"562",-0.647661695082443
"563",-0.799033145059225
"564",1.15761817895887
"565",-0.994610960376126
"566",-0.637268009099418
"567",-0.377350436791546
"568",1.12218433517826
"569",1.14256879917387
"570",-0.713093684856756
"571",-1.02881977570898
"572",1.27184607862511
"573",-0.293334122640267
"574",-0.321253260496801
"575",-0.396456900160302
"576",-1.27884232259376
"577",-0.439894151191546
"578",-0.620123294616724
"579",1.07041364110344
"580",1.41688030420815
"581",-0.248781486380015
"582",-1.19576829869645
"583",-0.430288960958356
"584",-1.00648142424205
"585",-0.613149408479879
"586",-1.09002862491313
"587",0.899273729151471
"588",-1.20998744717147
"589",-1.02695864535625
"590",2.01952982108049
"591",-1.44408714257356
"592",-0.980270459873237
"593",-0.528155031712069
"594",-0.858942530709008
"595",-0.358621651968123
"596",-0.61807767503572
"597",-0.321253260496801
"598",1.79087426282103
"599",-0.47681825030129
"600",-0.297337942441023
"601",-1.07693349413942
"602",1.31090252190392
"603",-0.666947497401687
"604",1.41688030420815
"605",1.56398975670322
"606",-0.7736864591504
"607",0.939793128854295
"608",-0.677301606714287
"609",-1.62226896706629
"610",-0.562556107340813
"611",-0.286595713753349
"612",-0.629881122924512
"613",1.41192493229403
"614",2.09716262447925
"615",-0.589528444386519
"616",-0.830169570799224
"617",1.08290766116526
"618",-0.303144870350423
"619",-0.391120438693539
"620",1.41688030420815
"621",-1.34858001875811
"622",-1.08952856300289
"623",-0.47681825030129
"624",-0.797175433300278
"625",-0.562256376841686
"626",2.01078432492363
"627",-0.44848579296571
"628",-0.378362817365707
"629",0.949560688756083
"630",-0.462605773731545
"631",-1.07693349413942
"632",1.27130626043401
"633",-1.38578534178001
"634",0.740039167323896
"635",0.713124495366038
"636",-0.915142882438811
"637",-0.569239238786759
"638",-0.994610960376126
"639",-0.251983872710308
"640",-0.924222189901156
"641",-0.233386979414089
"642",1.30831436466632
"643",-0.349388772781624
"644",-0.555296038779412
"645",1.45138904809946
"646",1.09315710594262
"647",-0.47681825030129
"648",-0.288238995462263
"649",-1.05998542112759
"650",-0.667060808099335
"651",-1.2084379841892
"652",-0.594349426738421
"653",1.12218433517826
"654",-0.514038306096932
"655",-1.09629887515334
"656",1.02265048345664
"657",-1.56627893881374
"658",-1.53065309389493
"659",-0.916755545212803
"660",-0.594635957792133
"661",-0.594349426738421
"662",-1.10366990616402
"663",-0.581138148004951
"664",-0.555760803021229
"665",-0.751357809693686
"666",-0.924222189901156
"667",-1.02345301807126
"668",-0.756682252670881
"669",1.36450716320897
"670",1.09315710594262
"671",-0.443361428422622
"672",-0.956055865652759
"673",-0.873413506002797
"674",-0.429649014277445
"675",-0.303144870350423
"676",-1.66001497639205
"677",0.848798311924021
"678",-0.65565747942995
"679",1.18698401523457
"680",-0.271181406183862
"681",1.09315710594262
"682",-0.469070444484333
"683",-1.62226896706629
"684",0.848798311924021
"685",1.80758101429542
"686",-0.721798475461181
"687",-0.738019403663715
"688",1.23050146786748
"689",1.08529624402001
"690",0.713657011766168
"691",-0.757119464465623
"692",-0.829432658951808
"693",-0.980270459873237
"694",-0.91956988450228
"695",-0.335957500687865
"696",-1.04874022847446
"697",-0.653005832596299
"698",-0.690672708094033
"699",1.79087426282103
"700",-0.24148364829944
"701",1.0545383390098
"702",1.52534479346558
"703",-0.662416760871596
"704",1.03682132771979
"705",-1.34047603628424
"706",-0.902029694592424
"707",-0.834214763528486
"708",-1.00648142424205
"709",-0.47681825030129
"710",-0.326469389350936
"711",-0.82775948099015
"712",-0.511154132717169
"713",-0.446208791769514
"714",-0.354031367076535
"715",-0.45827928242319
"716",-0.234538723646042
"717",1.6833270669815
"718",-0.501369398054349
"719",-0.555294204276826
"720",1.04298798343117
"721",1.24841573778907
"722",-0.729647149516267
"723",-0.760276793465689
"724",1.39330259559357
"725",2.01952982108049
"726",-0.872651494924819
"727",0.851072285707998
"728",-0.269292535986108
"729",1.82854985078881
"730",-0.317458052235831
"731",-0.872651494924819
"732",-1.59191760346212
"733",-0.632368430847677
"734",-0.447525543465449
"735",1.72514689394089
"736",-0.527714978045033
"737",1.34748185968156
"738",-0.354031367076535
"739",-0.34940602180626
"740",1.4312481939424
"741",-0.897451809406529
"742",-0.213708636529793
"743",-0.624666066625212
"744",-1.12852573720054
"745",-0.76412944866955
"746",-0.655931991465303
"747",-0.873413506002797
"748",-1.02881977570898
"749",2.00623442557734
"750",-0.979531234867789
"751",-1.59191760346212
"752",-0.446706569298623
"753",-0.896931364233125
"754",-0.443223887342853
"755",-0.898162862960273
"756",-0.347657815326974
"757",-0.64775784859791
"758",-0.310069881252801
"759",1.66524068344934
"760",-1.07394189661082
"761",0.876711495742697
"762",-0.466941623885908
"763",-0.407959980693088
"764",-1.15271972134268
"765",-1.51615087888883
"766",-0.405479071136343
"767",-0.783137266308538
"768",-0.559385400716313
"769",1.00352748933836
"770",-0.297337942441023
"771",-0.49397343487635
"772",-1.02177344461061
"773",-0.500740301191357
"774",1.76859105538135
"775",-0.546408551777412
"776",-0.61698706728528
"777",-1.67532160609437
"778",-0.564693330749311
"779",1.19011827997005
"780",1.13255380000193
"781",-0.555296038779412
"782",-0.532303420274237
"783",1.59115600017282
"784",-0.466789601607069
"785",2.30724754518638
"786",-0.620626711963323
"787",1.90937365205702
"788",-0.751357809693686
"789",-0.629881122924512
"790",1.39587103691459
"791",1.06264634605589
"792",-0.673890321372897
"793",-1.51615087888883
"794",-0.726384060110283
"795",-0.377350436791546
"796",-0.286595713753349
"797",2.11058664851718
"798",-0.639839087446047
"799",-0.624666066625212
"800",1.03492868595929
"801",-0.528028715911134
"802",-0.491938346473873
"803",1.08529624402001
"804",-0.423698767949818
"805",-0.430719996136994
"806",-0.347517770975894
"807",-1.44408714257356
"808",0.742045532978377
"809",-0.559385400716313
"810",1.79350424907385
"811",-0.333641976374413
"812",-0.788266410122134
"813",-1.05658536020941
"814",0.67290683111353
"815",1.23374100791328
"816",-0.747241636606106
"817",-0.610574006900785
"818",-0.357166279597268
"819",1.22708385385189
"820",-0.413787370464136
"821",-0.873162197316344
"822",1.08646755083688
"823",-0.385499369723496
"824",-0.546408551777412
"825",-0.956055865652759
"826",-1.41636424346064
"827",1.14908942470695
"828",-0.302376370746154
"829",-0.528028715911134
"830",-0.302376370746154
"831",-0.915398544599346
"832",-0.902956766274098
"833",-0.563595093918424
"834",-0.510088751233561
"835",1.76758964795768
"836",0.848798311924021
"837",-0.723628305398256
"838",1.70584872807056
"839",2.1807557472397
"840",-0.782037635747329
"841",-0.326469389350936
"842",-0.238023317231902
"843",-0.575381734446278
"844",1.34553693655804
"845",1.4165009907907
"846",-1.05713656158849
"847",1.0476407668631
"848",1.13164078511784
"849",-0.838285503801608
"850",-0.759420931765877
"851",1.84649082604256
"852",-0.931128461823386
"853",-0.607466285455147
"854",-0.639839087446047
"855",-0.475834210893285
"856",-0.692056804729521
"857",1.23374100791328
"858",-0.304839474338835
"859",1.22707900254763
"860",1.27130626043401
"861",-0.301831736580795
"862",1.31448866781014
"863",-0.666947497401687
"864",-1.06180672899205
"865",-0.443361428422622
"866",-0.722126485185398
"867",-0.733820094037508
"868",1.77548821439305
"869",-0.381493379053832
"870",-0.330389611826653
"871",-0.327831705116698
"872",2.32307305226052
"873",0.977873191476853
"874",1.08529624402001
"875",-0.455714128497514
"876",1.76014452106267
"877",-0.916755545212803
"878",-0.581582239771591
"879",2.00704706839821
"880",-0.655931991465303
"881",-0.801434238763755
"882",1.84733184620702
"883",-0.765257163088985
"884",1.07041364110344
"885",-0.760276793465689
"886",0.974385679852263
"887",-0.422233629093538
"888",0.767505412909266
"889",0.883621689353914
"890",1.0476407668631
"891",-0.462576185393058
"892",-0.387827976891737
"893",-0.251983872710308
"894",-1.09629887515334
"895",-0.220863658678066
"896",-1.1746155937266
"897",-0.868460254715989
"898",-0.517361815107099
"899",-0.677301606714287
"900",-1.25293767524075
"901",1.56398975670322
"902",-1.3001755971235
"903",-0.402895916375149
"904",-1.21558885354048
"905",1.25489364138373
"906",-0.68320944338101
"907",-0.799033145059225
"908",-0.510088751233561
"909",-0.462357772609928
"910",-1.0445111287006
"911",-0.788266410122134
"912",-0.426519429463528
"913",-0.858084586338392
"914",-0.377079420931376
"915",-1.07693349413942
"916",-0.60311708239238
"917",-0.504268850206184
"918",1.00352748933836
"919",1.22993768991522
"920",-0.551166748481352
"921",-1.05293172657978
"922",-0.721798475461181
"923",1.95874688465469
"924",-0.529282972815705
"925",1.40591499410785
"926",0.826462441090195
"927",1.08646755083688
"928",-0.311236583781475
"929",1.08529624402001
"930",-0.30108847424709
"931",1.45138904809946
"932",0.928384998648785
"933",-0.393443577247824
"934",-0.464826681915451
"935",1.27184607862511
"936",1.95215022669432
"937",1.28802458984735
"938",0.755221333737225
"939",-0.632368430847677
"940",-0.517361815107099
"941",-0.997795479644395
"942",1.32211431572296
"943",1.31768556367995
"944",1.6833270669815
"945",-0.344545114151266
"946",2.30724754518638
"947",-0.915398544599346
"948",-0.455951939972088
"949",-0.582784432782154
"950",1.90937365205702
"951",-0.638104524041977
"952",-0.64775784859791
"953",-0.432001225821469
"954",-0.756817539766338
"955",-0.863783626876142
"956",-0.654965169919168
"957",-1.18680730339409
"958",-0.61305742732623
"959",1.32187263145295
"960",-1.3904422699922
"961",0.928384998648785
"962",-1.23297496869508
"963",-0.873413506002797
"964",-0.731908540692177
"965",-1.11733124153972
"966",2.32307305226052
"967",-0.238023317231902
"968",-0.441593574942817
"969",-0.248781486380015
"970",1.14578603008582
"971",1.18195238249725
"972",-0.436956457251618
"973",-0.670735154996557
"974",-0.328167613897274
"975",-0.432001225821469
"976",-0.866206710661088
"977",-0.767505092600178
"978",-1.23297496869508
"979",2.32307305226052
"980",1.62983387761177
"981",-0.485645037090893
"982",-1.42529717197163
"983",-0.302376370746154
"984",-0.333641976374413
"985",-0.451170602284562
"986",1.32211431572296
"987",1.01968548560844
"988",0.985945735272299
"989",-0.435105163483839
"990",-0.759420931765877
"991",2.20383965367755
"992",-0.906951725682951
"993",-0.314072078494745
"994",-0.750261162453342
"995",1.15161483107508
"996",-0.654965169919168
"997",1.38973574548031
"998",-0.360417600122081
"999",-0.332713051947892
"1000",1.31768556367995
"1001",-0.589528444386519
"1002",1.38973574548031
"1003",-0.57086761858059
"1004",1.42686860478137
"1005",-0.551073918540357
"1006",0.963901654642238
"1007",-0.713760117733576
"1008",-0.462605773731545
"1009",-1.08952856300289
"1010",-0.473794809509688
"1011",1.85449204403439
"1012",1.40323522122416
"1013",-1.06498847395923
"1014",-0.764727912991116
"1015",-1.25943717096628
"1016",-0.605961470057136
"1017",-0.446208791769514
"1018",1.10026271578141
"1019",0.915247510583604
"1020",-0.71863255701199
"1021",1.15122244276511
"1022",1.76758964795768
"1023",-1.11080639733345
"1024",1.32211431572296
"1025",1.77548821439305
"1026",-0.513315192846918
"1027",-0.377079420931376
"1028",-0.50668425406257
"1029",-0.739759801563894
"1030",1.29191676365067
"1031",-0.213708636529793
"1032",-0.401280730210413
"1033",-0.775366006184433
"1034",1.30831436466632
"1035",1.05901965090853
"1036",0.687650699408984
"1037",-1.07394189661082
"1038",1.3864158618707
"1039",-0.401280730210413
"1040",1.28892490152267
"1041",-0.413787370464136
"1042",-0.491148377559566
"1043",1.26659606876082
"1044",1.61109086187276
"1045",-0.349388772781624
"1046",1.54006998745812
"1047",1.12515351478896
"1048",-0.528155031712069
"1049",-1.09277922971561
"1050",-1.100609651821
"1051",1.41797964071051
"1052",-0.721798475461181
"1053",-1.01467155585335
"1054",-0.562842673952691
"1055",-0.360417600122081
"1056",-1.13567200910485
"1057",-0.415036781850437
"1058",-0.366192050614399
"1059",1.2679218547292
"1060",-0.896931364233125
"1061",-1.02178485637804
"1062",2.02367293252938
"1063",1.37913502164159
"1064",-1.181081720396
"1065",-0.542899109604459
"1066",1.41192493229403
"1067",-0.564693330749311
"1068",-0.994610960376126
"1069",-0.47681825030129
"1070",-0.399147697221547
"1071",-0.330389611826653
"1072",1.05901965090853
"1073",-0.40076379725987
"1074",1.64961677973278
"1075",-0.556711231415892
"1076",-0.980333292491187
"1077",-0.679119901967578
"1078",-0.628247604949047
"1079",1.31768556367995
"1080",1.09304992411901
"1081",1.13255380000193
"1082",-0.856992589855554
"1083",1.87918748773837
"1084",1.23050146786748
"1085",-0.720754462967886
"1086",-0.726384060110283
"1087",-0.818439055716479
"1088",-0.24148364829944
"1089",-0.551015107729809
"1090",-0.387827976891737
"1091",-0.27692598100486
"1092",-0.388384268936153
"1093",-0.556840424191172
"1094",-1.34047603628424
"1095",-0.327831705116698
"1096",-1.14727532207879
"1097",0.89430643067645
"1098",-0.62607608467657
"1099",1.13713483171643
"1100",-0.418323234035082
"1101",1.04661262973291
"1102",-0.34940602180626
"1103",-0.446706569298623
"1104",1.32187263145295
"1105",-0.723129852923274
"1106",-0.385197201359772
"1107",-0.52402810862162
"1108",1.15761817895887
"1109",-1.38578534178001
"1110",1.87918748773837
"1111",-1.47169368873162
"1112",2.4564820337001
"1113",1.22993768991522
"1114",0.89717131540456
"1115",-1.41446256605474
"1116",-0.806877312326751
"1117",-0.714908045230687
"1118",-0.86777819093693
"1119",1.41797964071051
"1120",-0.906951725682951
"1121",-1.46339399037512
"1122",-0.332613714919194
"1123",-0.407959980693088
"1124",1.22707900254763
"1125",0.670365991708309
"1126",1.30455011088054
"1127",-0.347657815326974
"1128",-0.906951725682951
"1129",-0.632368430847677
"1130",-1.04751293030332
"1131",1.15761817895887
"1132",2.09716262447925
"1133",-0.902956766274098
"1134",2.01952982108049
"1135",-0.431956107293805
"1136",-0.392583157245395
"1137",-0.767505092600178
"1138",-1.34176706561368
"1139",1.15122244276511
"1140",0.939793128854295
"1141",-1.02881977570898
"1142",-0.562842673952691
"1143",-0.425390557206312
"1144",1.04789331171043
"1145",2.11767201907955
"1146",-0.363323347046926
"1147",1.0732437871667
"1148",-0.68320944338101
"1149",-0.324538550329982
"1150",-0.668561862928959
"1151",-1.32020848363129
"1152",-0.679119901967578
"1153",-0.493676665969377
"1154",-0.56573251823374
"1155",-0.872651494924819
"1156",-0.713093684856756
"1157",-0.685307325935216
"1158",2.09737210612769
"1159",-0.544838921516777
"1160",-0.872651494924819
"1161",2.24620979260496
"1162",2.0255881326179
"1163",-0.436956457251618
"1164",-0.755980837822981
"1165",-0.86777819093693
"1166",0.552386929990752
"1167",-0.362843506016746
"1168",-0.792234181776898
"1169",-0.522368131468363
"1170",-1.2229364231692
"1171",-0.472451485726282
"1172",-0.514038306096932
"1173",-1.09277922971561
"1174",-0.76412944866955
"1175",-0.489643896879446
"1176",1.02265048345664
"1177",1.32187263145295
"1178",-0.527714978045033
"1179",-1.12852573720054
"1180",1.45138904809946
"1181",0.919158074405336
